Gene ID;Entrez Gene ID;Gene Symbol;Gene Name;Organism;Unigene ID;Ensembl ID;UniProt ID;Alias;Lifespan Effect;Phenotype Description;Longevity Influence;Max Lifespan Change;Avg Lifespan Change;Method;Bibliographic reference
8;850333;AGP1;high-Affinity Glutamine Permease;Saccharomyces cerevisiae;;YCL025C;;YCC5;increase;Deletion extends chronological lifespan.;anti;;;Deletion;2238: Powers et al. (2006) "Extension of chronological life span in yeast by decreased TOR pathway signaling."  Genes Dev. 20(2):174-184 (16418483)
811;11607;Agtr1a;Angiotensin II receptor, type 1a;Mus musculus;;ENSMUSG00000049115;;AT1 AG2S AT1a AT2R1 Agtr1 AT2R1A Agtr-1a AI551199 ;increase;KO mice showed a significant prolongation of average and maximal lifespan compared to wt.;anti;24;26;Knockout;2148: Benigni et al. (2009) "Disruption of the Ang II type 1 receptor promotes longevity in mice."  J. Clin. Invest. 119(3):524-530 (19197138)
1826;172889;aha-1;Protein AHA-1;Caenorhabditis elegans;;;;;decrease;Several of the RNAi candidates (dve-1, lin-40, nhr-49, ceh-20, lin-11, and nhr-77) appeared to non-discriminately shorten lifespan in all strains tested, suggesting that the corresponding transcription factors are broadly required for survival. Interestingly, four RNAi clones (ZC123.3, nhr-119, ceh-37, and aha-1) affected wild-type and isp-1,ctb-1 mutant worms' lifespan to the same extent but exerted only a moderate or no effect on daf-16 and age-1 mutant longevity.;pro;;10;RNA interference;3265: Walter et al. (2011) "The homeobox protein CEH-23 mediates prolonged longevity in response to impaired mitochondrial electron transport chain in C. elegans."  PLoS Biol. 9(6):e1001084 (21713031)
2084;38342;AhcyL1;Adenosylhomocysteinase like 1;Drosophila melanogaster;;;;;increase;Downregulation of two out of three of Drosophila homologs of AHCY significantly extended life span in adult males and females, median lifespan was 13% higher when CG9977 was downregulated. Brain and intestine specific downregulation of CG9977 resulted in increased lifespan and health span. ;anti;;13;RNA interference;4390: Parkhitko et al. (2016) "Tissue-specific down-regulation of S-adenosyl-homocysteine via suppression of dAhcyL1/dAhcyL2 extends health span and life span in Drosophila."  Genes Dev. 30(12):1409-1422 (27313316)
2085;42043;AhcyL2;Adenosylhomocysteinase like 2;Drosophila melanogaster;;;;;increase;Downregulation of two out of three of Drosophila homologs of AHCY significantly extended life span in adult males and females, median lifespan was 21% higher when Ahcy89E was downregulated. Intestine specific downregulation of Ahcy89E resulted in increased lifespan and health span. ;anti;;21;RNA interference;4390: Parkhitko et al. (2016) "Tissue-specific down-regulation of S-adenosyl-homocysteine via suppression of dAhcyL1/dAhcyL2 extends health span and life span in Drosophila."  Genes Dev. 30(12):1409-1422 (27313316)
1021;853543;AIM24;Altered Inheritance rate of Mitochondria;Saccharomyces cerevisiae;;YJR080C;;FMP26;decrease;Mean replicative lifespan decreased in the alpha and a strain ;fitness;;;Deletion;2500: Fabrizio et al. (2010) "Genome-wide screen in Saccharomyces cerevisiae identifies vacuolar protein sorting, autophagy, biosynthetic, and tRNA methylation genes involved in life span regulation."  PLoS Genet. 6(7):e1001024 (20657825)
1211;855189;AIM36;Altered Inheritance rate of Mitochondria;Saccharomyces cerevisiae;;YMR157C;;FMP39;decrease;Mean chronological lifespan decreased in the a strain ;fitness;;;Deletion;2501: Matecic et al. (2010) "A microarray-based genetic screen for yeast chronological aging factors."  PLoS Genet. 6(4):e1000921 (20421943)
9;181719;ain-1;ALG-1 INteracting protein;Caenorhabditis elegans;Cel.6838;C06G1.4;;;decrease;RNA interference decreased median lifespan by 10% in wild type animals, 20% in a daf-2 background and 44% in daf-2/daf-16 double mutants.;pro;;10;RNA interference;2239: Samuelson et al. (2007) "Gene activities that mediate increased life span of C. elegans insulin-like signaling mutants."  Genes Dev. 21(22):2976-2994 (18006689)
887;179898;aip-1;Arsenite Inducible Protein;Caenorhabditis elegans;;F58E10.4;;;decrease;RNAi led to 30% decrease in mean lifespan;pro;;50;RNA interference;2419: Yun et al. (2008) "Proteasomal adaptation to environmental stress links resistance to proteotoxicity with longevity in Caenorhabditis elegans."  Proc. Natl. Acad. Sci. U.S.A. 105(19):7094-7099 (18467495)
1452;852351;AKL1;Ark family Kinase-Like protein;Saccharomyces cerevisiae;;YBR059C;;;increase;Replicative lifespan increased by 20% in the alpha strain ;anti;;20;Deletion;2504: Smith et al. (2008) "Quantitative evidence for conserved longevity pathways between divergent eukaryotic species."  Genome Res. 18(4):564-570 (18340043)
1471;851857;AKR1;AnKyrin Repeat-containing protein;Saccharomyces cerevisiae;;YDR264C;;;decrease;Replicative lifespan decreased by 50% in the alpha strain ;fitness;;50;Deletion;2503: Managbanag et al. (2008) "Shortest-path network analysis is a useful approach toward identifying genetic determinants of longevity."  PLoS ONE 3(11):e3802 (19030232)
1471;851857;AKR1;AnKyrin Repeat-containing protein;Saccharomyces cerevisiae;;YDR264C;;;decrease;Replicative lifespan decreased by 40% in the alpha strain ;fitness;;40;Deletion;2504: Smith et al. (2008) "Quantitative evidence for conserved longevity pathways between divergent eukaryotic species."  Genome Res. 18(4):564-570 (18340043)
10;179424;akt-1;AKT kinase family;Caenorhabditis elegans;Cel.5036;C12D8.10;;;increase;RNA interference leads to lifespan extension.;anti;;;RNA interference;2236: Hamilton et al. (2005) "A systematic RNAi screen for longevity genes in C. elegans."  Genes Dev. 19(13):1544-1555 (15998808)
10;179424;akt-1;AKT kinase family;Caenorhabditis elegans;Cel.5036;C12D8.10;;;increase;Knockdown of akt-1 increased lifespan.;anti;;;RNA interference;3259: Nojima et al. (2013) "Haploinsufficiency of akt1 prolongs the lifespan of mice."  PLoS ONE 8(7):e69178 (23935948)
832;41957;Akt1;CG4006 gene product from transcript CG4006-RA;Drosophila melanogaster;;FBgn0010379;;akt Akt AKT Akt/PKB AKT/PKB akt1 AKT1 Akt1|PKB CG4;decrease;RNA interference of Akt in intestinal stem cells, results in impaired regeneration of theintestinal epithelium and are shorten lifespan.;pro;;11;RNA interference;2385: Biteau et al. (2010) "Lifespan extension by preserving proliferative homeostasis in Drosophila."  PLoS Genet. 6(10):e1001159 (20976250)
1810;11651;Akt1;thymoma viral proto-oncogene 1;Mus musculus;;;;Akt PKB Rac PKB/Akt PKBalpha;increase;Haploinsufficient mice had a lower body weight and a longer lifespan. Mean lifespan was 8% longer in males and 15% longer in females when compared to wild-type.;anti;;11.5;Genetic reduction;3259: Nojima et al. (2013) "Haploinsufficiency of akt1 prolongs the lifespan of mice."  PLoS ONE 8(7):e69178 (23935948)
2231;11652;Akt2;thymoma viral proto-oncogene 2;Mus musculus;;;;;increase;Akt2-/- mice exhibited a 9.1% increase in mean lifespan. Median survival was 33 months for wild type mice and 36 months for Akt2-/- mice. However, the Akt2-/- mice showed increased cardiac hypertrophy. ;anti;;9;Deletion;4770: Ren et al. (2017) "Akt2 ablation prolongs life span and improves myocardial contractile function with adaptive cardiac remodeling: role of Sirt1-mediated autophagy regulation."  Aging Cell 16(5):976-987 (28681509)
1300;855205;ALD3;ALdehyde Dehydrogenase;Saccharomyces cerevisiae;;YMR169C;;;decrease;Mean chronological lifespan strongly decreased in the a strain ;fitness;;;Deletion;2501: Matecic et al. (2010) "A microarray-based genetic screen for yeast chronological aging factors."  PLoS Genet. 6(4):e1000921 (20421943)
1570;854556;ALD4;ALdehyde Dehydrogenase;Saccharomyces cerevisiae;;YOR374W;;ALD7;increase;Mean chronological lifespan increased in the a strain by more than 50%;anti;;50;Deletion;2502: Laschober et al. (2010) "Identification of evolutionarily conserved genetic regulators of cellular aging."  Aging Cell 9(6):1084-1097 (20883526)
1885;856044;ALD6;aldehyde dehydrogenase (NADP(+)) ALD6;Saccharomyces cerevisiae;;;;ALD1;increase;Deletion of ALD6 increases yeast chronological lifespan.;anti;;;Deletion;3506: Garay et al. (2014) "High-resolution profiling of stationary-phase survival reveals yeast longevity factors and their genetic interactions."  PLoS Genet. 10(2):e1004168 (24586198)
11;173468;alg-2;Argonaute (plant)-Like Gene;Caenorhabditis elegans;Cel.22639;T07D3.7;;;decrease;RNA interference decreased median lifespan by 24% in wild type animals and 50% in a daf-2 background.;pro;;24;RNA interference;2239: Samuelson et al. (2007) "Gene activities that mediate increased life span of C. elegans insulin-like signaling mutants."  Genes Dev. 21(22):2976-2994 (18006689)
1698;855764;ALG12;Asparagine-Linked Glycosylation;Saccharomyces cerevisiae;;YNR030W;;ECM39;increase;Deletion of alg12, a target of the unfolded protein response signaling, increases replicative lifespan. This increase is dependant on Ire1p, a functional ER stress sensor protein. ;anti;;16;Deletion;3493: Labunskyy et al. (2014) "Lifespan extension conferred by endoplasmic reticulum secretory pathway deficiency requires induction of the unfolded protein response."  PLoS Genet. 10(1):e1004019 (24391512)
1698;855764;ALG12;Asparagine-Linked Glycosylation;Saccharomyces cerevisiae;;YNR030W;;ECM39;increase;Replicative lifespan increased by 25% in both the alpha strain and the a strain ;anti;;25;Deletion;2504: Smith et al. (2008) "Quantitative evidence for conserved longevity pathways between divergent eukaryotic species."  Genome Res. 18(4):564-570 (18340043)
1867;852196;ALG3;dolichyl-P-Man:Man(5)GlcNAc(2)-PP-dolichol alpha-1,3-mannosyltransferase;Saccharomyces cerevisiae;;;;RHK1;increase;Deletion of alg3, a target of the unfolded protein response signaling, increases replicative lifespan.;anti;;10;Deletion;3493: Labunskyy et al. (2014) "Lifespan extension conferred by endoplasmic reticulum secretory pathway deficiency requires induction of the unfolded protein response."  PLoS Genet. 10(1):e1004019 (24391512)
1531;855874;ALG5;Asparagine-Linked Glycosylation;Saccharomyces cerevisiae;;YPL227C;;;increase;Mean chronological lifespan increased in the a strain by less than 50% but more than 15%;anti;;50;Deletion;2502: Laschober et al. (2010) "Identification of evolutionarily conserved genetic regulators of cellular aging."  Aging Cell 9(6):1084-1097 (20883526)
2137;854163;ALG6;dolichyl-P-Glc:Man(9)GlcNAc(2)-PP-dolichol alpha-1,3-glucosyltransferase;Saccharomyces cerevisiae;;;;;increase;Deletion of ALG6 in yeast increased mean replicative lifespan. ;anti;;15;Deletion;4414: McCormick et al. (2015) "A Comprehensive Analysis of Replicative Lifespan in 4,698 Single-Gene Deletion Strains Uncovers Conserved Mechanisms of Aging."  Cell Metab. 22(5):895-906 (26456335)
1977;173510;alh-6;ALdehyde deHydrogenase;Caenorhabditis elegans;7988;;;;decrease;RNA interference or mutations in ALH-6 results in a shortened lifespan by up to 40%. This effect is however diet-specific and can be observed when animals are raised on the standard laboratory E. coli OP50 diet or when fed BL21, but not when fed HT115 or HMS174 (with an intermediate effect on a HB101 diet). The observed progeroid phenotype does not seem to be due to general sickness or developmental defects, and other signs of premature ageing are observed (reproductive decline, smaller total brood, lipofuscin accumulation, pharyngeal muscle degeneration, decrease in pharyngeal pumping and movement).;pro;;40;Mutation;3480: Pang and Curran (2014) "Adaptive capacity to bacterial diet modulates aging in C. elegans."  Cell Metab. 19(2):221-231 (24440036)
1977;173510;alh-6;ALdehyde deHydrogenase;Caenorhabditis elegans;7988;;;;increase;Transgenic overexpression of ALH-6 extends lifespan in worms fed a standard E. coli OP50 diet, but not when fed HT115. A diet-dependent effect can also be seen when ALH-6 is inpaired through mutations, suggesting that ALH-6 offers an adaptive response promoting survival on particular diets. ;pro;20;20;Overexpression;3480: Pang and Curran (2014) "Adaptive capacity to bacterial diet modulates aging in C. elegans."  Cell Metab. 19(2):221-231 (24440036)
833;31957;alpha-Man-I;Alpha Mannosidase I;Drosophila melanogaster;;FBgn0259170;;alpha-Man-l CG17809 CG18799 CG32682 CG32684 CG4227;increase;Mutant flies showed enhanced resistance to paraquat and starvation and a 60% increase in mean lifespan for both sexes. After outcrossing, the mutant showed, under normal conditions, an increase in mean lifespan of 22% for females and 38% for males . The increase in maximum lifespan was 15%. RNAi knock-downs resulted in a 39% increase in mean lifespan.;anti;15;39;RNA interference, Mutations;2386: Liu et al. (2009) "Reduced expression of alpha-1,2-mannosidase I extends lifespan in Drosophila melanogaster and Caenorhabditis elegans."  Aging Cell 8(4):370-379 (19302370)
1357;851690;ALT2;ALanine Transaminase;Saccharomyces cerevisiae;;YDR111C;;;decrease;Mean chronological lifespan decreased in the a strain by less than 50% but more than 15%;fitness;;50;Deletion;2502: Laschober et al. (2010) "Identification of evolutionarily conserved genetic regulators of cellular aging."  Aging Cell 9(6):1084-1097 (20883526)
1338;854973;AMD1;AMP Deaminase;Saccharomyces cerevisiae;;YML035C;;AMD3;increase;Mean chronological lifespan strongly increased in the a strain ;anti;;;Deletion;2501: Matecic et al. (2010) "A microarray-based genetic screen for yeast chronological aging factors."  PLoS Genet. 6(4):e1000921 (20421943)
1022;852455;AMN1;Antagonist of Mitotic exit Network;Saccharomyces cerevisiae;;YBR158W;;CST13 ICS4;decrease;Mean replicative lifespan decreased in the alpha and a strain ;fitness;;;Deletion;2500: Fabrizio et al. (2010) "Genome-wide screen in Saccharomyces cerevisiae identifies vacuolar protein sorting, autophagy, biosynthetic, and tRNA methylation genes involved in life span regulation."  PLoS Genet. 6(7):e1001024 (20657825)
12;186047;amt-2;AMmonium Transporter homolog;Caenorhabditis elegans;Cel.2458;F49E11.3;;;increase;RNA interference increased mean lifespan by 20%.;anti;;20;RNA interference;2233: Kim and Sun (2007) "Functional genomic approach to identify novel genes involved in the regulation of oxidative stress resistance and animal lifespan."  Aging Cell 6(4):489-503 (17608836)
1484;856527;ANS1;Ans1p;Saccharomyces cerevisiae;;YHR126C;;;decrease;Replicative lifespan decreased by 25% in the alpha strain ;fitness;;25;Deletion;2503: Managbanag et al. (2008) "Shortest-path network analysis is a useful approach toward identifying genetic determinants of longevity."  PLoS ONE 3(11):e3802 (19030232)
666;176773;ant-1.1;Adenine Nucleotide Translocator;Caenorhabditis elegans;Cel.17955;T27E9.1;;;increase;RNA interference increased mean lifespan by 40%.;anti;;40;RNA interference;2233: Kim and Sun (2007) "Functional genomic approach to identify novel genes involved in the regulation of oxidative stress resistance and animal lifespan."  Aging Cell 6(4):489-503 (17608836)
